STATE,COUNTY,STATEFP,CNTYFP,CNTYTVHH,DMAINDEX,DMA,GOOGLE_DMA
TX ,Bosque                      ,48,35,6780,7,DALLAS (TX) - FT. WORTH (TX)                                         ,Dallas-Ft. Worth TX
TX ,Collin                      ,48,85,204640,7,DALLAS (TX) - FT. WORTH (TX)                                         ,Dallas-Ft. Worth TX
TX ,Comanche                    ,48,93,5440,7,DALLAS (TX) - FT. WORTH (TX)                                         ,Dallas-Ft. Worth TX
TX ,Cooke                       ,48,97,14070,7,DALLAS (TX) - FT. WORTH (TX)                                         ,Dallas-Ft. Worth TX
TX ,Dallas                      ,48,113,822130,7,DALLAS (TX) - FT. WORTH (TX)                                         ,Dallas-Ft. Worth TX
TX ,Delta                       ,48,119,2110,7,DALLAS (TX) - FT. WORTH (TX)                                         ,Dallas-Ft. Worth TX
TX ,Denton                      ,48,121,172920,7,DALLAS (TX) - FT. WORTH (TX)                                         ,Dallas-Ft. Worth TX
TX ,Ellis                       ,48,139,39360,7,DALLAS (TX) - FT. WORTH (TX)                                         ,Dallas-Ft. Worth TX
TX ,Erath                       ,48,143,12760,7,DALLAS (TX) - FT. WORTH (TX)                                         ,Dallas-Ft. Worth TX
TX ,Fannin                      ,48,147,11390,7,DALLAS (TX) - FT. WORTH (TX)                                         ,Dallas-Ft. Worth TX
TX ,Freestone                   ,48,161,6640,7,DALLAS (TX) - FT. WORTH (TX)                                         ,Dallas-Ft. Worth TX
TX ,Hamilton                    ,48,193,3340,7,DALLAS (TX) - FT. WORTH (TX)                                         ,Dallas-Ft. Worth TX
TX ,Henderson                   ,48,213,30330,7,DALLAS (TX) - FT. WORTH (TX)                                         ,Dallas-Ft. Worth TX
TX ,Hill                        ,48,217,12750,7,DALLAS (TX) - FT. WORTH (TX)                                         ,Dallas-Ft. Worth TX
TX ,Hood                        ,48,221,17560,7,DALLAS (TX) - FT. WORTH (TX)                                         ,Dallas-Ft. Worth TX
TX ,Hopkins                     ,48,223,12470,7,DALLAS (TX) - FT. WORTH (TX)                                         ,Dallas-Ft. Worth TX
TX ,Hunt                        ,48,231,29830,7,DALLAS (TX) - FT. WORTH (TX)                                         ,Dallas-Ft. Worth TX
TX ,Jack                        ,48,237,3160,7,DALLAS (TX) - FT. WORTH (TX)                                         ,Dallas-Ft. Worth TX
TX ,Johnson                     ,48,251,46180,7,DALLAS (TX) - FT. WORTH (TX)                                         ,Dallas-Ft. Worth TX
TX ,Kaufman                     ,48,257,25730,7,DALLAS (TX) - FT. WORTH (TX)                                         ,Dallas-Ft. Worth TX
TX ,Lamar                       ,48,277,19150,7,DALLAS (TX) - FT. WORTH (TX)                                         ,Dallas-Ft. Worth TX
TX ,Navarro                     ,48,349,16720,7,DALLAS (TX) - FT. WORTH (TX)                                         ,Dallas-Ft. Worth TX
TX ,Palo Pinto                  ,48,363,10810,7,DALLAS (TX) - FT. WORTH (TX)                                         ,Dallas-Ft. Worth TX
TX ,Parker                      ,48,367,33200,7,DALLAS (TX) - FT. WORTH (TX)                                         ,Dallas-Ft. Worth TX
TX ,Rains                       ,48,379,3910,7,DALLAS (TX) - FT. WORTH (TX)                                         ,Dallas-Ft. Worth TX
TX ,Red River                   ,48,387,5790,7,DALLAS (TX) - FT. WORTH (TX)                                         ,Dallas-Ft. Worth TX
TX ,Rockwall                    ,48,397,15900,7,DALLAS (TX) - FT. WORTH (TX)                                         ,Dallas-Ft. Worth TX
TX ,Somervell                   ,48,425,2530,7,DALLAS (TX) - FT. WORTH (TX)                                         ,Dallas-Ft. Worth TX
TX ,Tarrant                     ,48,439,554520,7,DALLAS (TX) - FT. WORTH (TX)                                         ,Dallas-Ft. Worth TX
TX ,Van Zandt                   ,48,467,18850,7,DALLAS (TX) - FT. WORTH (TX)                                         ,Dallas-Ft. Worth TX
TX ,Wise                        ,48,497,18610,7,DALLAS (TX) - FT. WORTH (TX)                                         ,Dallas-Ft. Worth TX
TX ,Culberson                   ,48,109,920,101,EL PASO (TX)                                                         ,El Paso TX
TX ,El Paso                     ,48,141,215220,101,EL PASO (TX)                                                         ,El Paso TX
TX ,Hudspeth                    ,48,229,1060,101,EL PASO (TX)                                                         ,El Paso TX
TX ,Cameron                     ,48,61,100520,97,HARLINGEN (TX) - WESLACO (TX) - BROWNSVILLE (TX) - MCALLEN (TX)      ,Harlingen-Weslaco-Brownsville-McAllen TX
TX ,Hidalgo                     ,48,215,166540,97,HARLINGEN (TX) - WESLACO (TX) - BROWNSVILLE (TX) - MCALLEN (TX)      ,Harlingen-Weslaco-Brownsville-McAllen TX
TX ,Starr                       ,48,427,14650,97,HARLINGEN (TX) - WESLACO (TX) - BROWNSVILLE (TX) - MCALLEN (TX)      ,Harlingen-Weslaco-Brownsville-McAllen TX
TX ,Willacy                     ,48,489,5520,97,HARLINGEN (TX) - WESLACO (TX) - BROWNSVILLE (TX) - MCALLEN (TX)      ,Harlingen-Weslaco-Brownsville-McAllen TX
TX ,Austin                      ,48,15,9000,11,HOUSTON (TX)                                                         ,Houston TX
TX ,Brazoria                    ,48,39,86280,11,HOUSTON (TX)                                                         ,Houston TX
TX ,Calhoun                     ,48,57,7420,11,HOUSTON (TX)                                                         ,Houston TX
TX ,Chambers                    ,48,71,9640,11,HOUSTON (TX)                                                         ,Houston TX
TX ,Colorado                    ,48,89,7740,11,HOUSTON (TX)                                                         ,Houston TX
TX ,Fort Bend                   ,48,157,120250,11,HOUSTON (TX)                                                         ,Houston TX
TX ,Galveston                   ,48,167,96950,11,HOUSTON (TX)                                                         ,Houston TX
TX ,Grimes                      ,48,185,8060,11,HOUSTON (TX)                                                         ,Houston TX
TX ,Harris                      ,48,201,1232550,11,HOUSTON (TX)                                                         ,Houston TX
TX ,Jackson                     ,48,239,5170,11,HOUSTON (TX)                                                         ,Houston TX
TX ,Liberty                     ,48,291,24410,11,HOUSTON (TX)                                                         ,Houston TX
TX ,Matagorda                   ,48,321,13710,11,HOUSTON (TX)                                                         ,Houston TX
TX ,Montgomery                  ,48,339,112130,11,HOUSTON (TX)                                                         ,Houston TX
TX ,Polk                        ,48,373,15310,11,HOUSTON (TX)                                                         ,Houston TX
TX ,San Jacinto                 ,48,407,8750,11,HOUSTON (TX)                                                         ,Houston TX
TX ,Walker                      ,48,471,19020,11,HOUSTON (TX)                                                         ,Houston TX
TX ,Waller                      ,48,473,11330,11,HOUSTON (TX)                                                         ,Houston TX
TX ,Washington                  ,48,477,11580,11,HOUSTON (TX)                                                         ,Houston TX
TX ,Wharton                     ,48,481,14840,11,HOUSTON (TX)                                                         ,Houston TX
TX ,Webb                        ,48,479,54040,192,LAREDO (TX)                                                          ,Laredo TX
TX ,Zapata                      ,48,505,3900,192,LAREDO (TX)                                                          ,Laredo TX
TX ,Bailey                      ,48,17,2250,147,LUBBOCK (TX)                                                         ,Lubbock TX
TX ,Borden                      ,48,33,270,147,LUBBOCK (TX)                                                         ,Lubbock TX
TX ,Cochran                     ,48,79,1280,147,LUBBOCK (TX)                                                         ,Lubbock TX
TX ,Crosby                      ,48,107,2470,147,LUBBOCK (TX)                                                         ,Lubbock TX
TX ,Dawson                      ,48,115,4680,147,LUBBOCK (TX)                                                         ,Lubbock TX
TX ,Dickens                     ,48,125,980,147,LUBBOCK (TX)                                                         ,Lubbock TX
TX ,Floyd                       ,48,153,2650,147,LUBBOCK (TX)                                                         ,Lubbock TX
TX ,Gaines                      ,48,165,4400,147,LUBBOCK (TX)                                                         ,Lubbock TX
TX ,Garza                       ,48,169,1580,147,LUBBOCK (TX)                                                         ,Lubbock TX
TX ,Hale                        ,48,189,11990,147,LUBBOCK (TX)                                                         ,Lubbock TX
TX ,Hockley                     ,48,219,7920,147,LUBBOCK (TX)                                                         ,Lubbock TX
TX ,Kent                        ,48,263,290,147,LUBBOCK (TX)                                                         ,Lubbock TX
TX ,Lamb                        ,48,279,5330,147,LUBBOCK (TX)                                                         ,Lubbock TX
TX ,Lubbock                     ,48,303,94450,147,LUBBOCK (TX)                                                         ,Lubbock TX
TX ,Lynn                        ,48,305,2270,147,LUBBOCK (TX)                                                         ,Lubbock TX
TX ,Motley                      ,48,345,580,147,LUBBOCK (TX)                                                         ,Lubbock TX
TX ,Terry                       ,48,445,4270,147,LUBBOCK (TX)                                                         ,Lubbock TX
TX ,Yoakum                      ,48,501,2330,147,LUBBOCK (TX)                                                         ,Lubbock TX
TX ,Andrews                     ,48,3,4480,158,ODESSA (TX) - MIDLAND (TX)                                           ,Odessa-Midland TX
TX ,Brewster                    ,48,43,3280,158,ODESSA (TX) - MIDLAND (TX)                                           ,Odessa-Midland TX
TX ,Crane                       ,48,103,1280,158,ODESSA (TX) - MIDLAND (TX)                                           ,Odessa-Midland TX
TX ,Ector                       ,48,135,43540,158,ODESSA (TX) - MIDLAND (TX)                                           ,Odessa-Midland TX
